X,Y,month,town,flat_type,block,street_name,address,storey_range,floor_area_sqm,flat_model,lease_commence_date,remaining_lease,resale_price
103.851562,1.3679063,2020-07,ANG MO KIO,3 ROOM,"422",ANG MO KIO AVE 3,422 ANG MO KIO AVE 3,07 TO 09,"73",New Generation,"1979",57 years 06 months,"295000"
103.8432282,1.3702265,2020-07,ANG MO KIO,3 ROOM,"122",ANG MO KIO AVE 3,122 ANG MO KIO AVE 3,10 TO 12,"67",New Generation,"1978",57 years 03 months,"280000"
103.8421412,1.3698666,2020-07,ANG MO KIO,3 ROOM,"129",ANG MO KIO AVE 3,129 ANG MO KIO AVE 3,07 TO 09,"88",New Generation,"1979",57 years 06 months,"300000"
103.8524899,1.3702258,2020-07,ANG MO KIO,3 ROOM,"587",ANG MO KIO AVE 3,587 ANG MO KIO AVE 3,01 TO 03,"67",New Generation,"1979",57 years 11 months,"276000"
103.8524899,1.3702258,2020-07,ANG MO KIO,3 ROOM,"587",ANG MO KIO AVE 3,587 ANG MO KIO AVE 3,04 TO 06,"67",New Generation,"1979",57 years 11 months,"290000"
103.8417789,1.3703816,2020-07,ANG MO KIO,3 ROOM,"130",ANG MO KIO AVE 3,130 ANG MO KIO AVE 3,07 TO 09,"73",New Generation,"1979",57 years 06 months,"305000"
103.8409287,1.379175,2020-07,ANG MO KIO,3 ROOM,"644",ANG MO KIO AVE 4,644 ANG MO KIO AVE 4,07 TO 09,"89",New Generation,"1980",59 years 04 months,"385000"
103.8397861,1.3755222,2020-07,ANG MO KIO,3 ROOM,"156",ANG MO KIO AVE 4,156 ANG MO KIO AVE 4,10 TO 12,"68",New Generation,"1981",59 years 10 months,"285000"
103.8375217,1.3720185,2020-07,ANG MO KIO,3 ROOM,"106",ANG MO KIO AVE 4,106 ANG MO KIO AVE 4,04 TO 06,"74",New Generation,"1978",56 years 09 months,"338000"
103.8406919,1.3795472,2020-07,ANG MO KIO,3 ROOM,"631",ANG MO KIO AVE 4,631 ANG MO KIO AVE 4,04 TO 06,"67",New Generation,"1985",63 years 06 months,"265000"
103.8367065,1.3740017,2020-07,ANG MO KIO,3 ROOM,"170",ANG MO KIO AVE 4,170 ANG MO KIO AVE 4,10 TO 12,"69",Improved,"1986",64 years 06 months,"300000"
103.8373405,1.3705542,2020-07,ANG MO KIO,3 ROOM,"110",ANG MO KIO AVE 4,110 ANG MO KIO AVE 4,07 TO 09,"67",New Generation,"1978",57 years 01 month,"278000"
103.8375217,1.3720185,2020-07,ANG MO KIO,3 ROOM,"106",ANG MO KIO AVE 4,106 ANG MO KIO AVE 4,04 TO 06,"74",New Generation,"1978",56 years 09 months,"290000"
103.8373405,1.3705542,2020-07,ANG MO KIO,3 ROOM,"110",ANG MO KIO AVE 4,110 ANG MO KIO AVE 4,07 TO 09,"67",New Generation,"1978",57 years 01 month,"274000"
103.8406919,1.3795472,2020-07,ANG MO KIO,3 ROOM,"631",ANG MO KIO AVE 4,631 ANG MO KIO AVE 4,01 TO 03,"67",New Generation,"1985",63 years 06 months,"275000"
103.8399673,1.3815302,2020-07,ANG MO KIO,3 ROOM,"624",ANG MO KIO AVE 4,624 ANG MO KIO AVE 4,10 TO 12,"68",New Generation,"1980",59 years 02 months,"260000"
103.8372499,1.371434,2020-07,ANG MO KIO,3 ROOM,"107",ANG MO KIO AVE 4,107 ANG MO KIO AVE 4,04 TO 06,"74",New Generation,"1978",56 years 09 months,"272000"
103.8532832,1.3745632,2020-07,ANG MO KIO,3 ROOM,"535",ANG MO KIO AVE 5,535 ANG MO KIO AVE 5,01 TO 03,"67",New Generation,"1980",58 years 08 months,"245000"
103.8532832,1.3745632,2020-07,ANG MO KIO,3 ROOM,"535",ANG MO KIO AVE 5,535 ANG MO KIO AVE 5,04 TO 06,"67",New Generation,"1980",58 years 08 months,"255000"
103.8365253,1.379352,2020-07,ANG MO KIO,3 ROOM,"606",ANG MO KIO AVE 5,606 ANG MO KIO AVE 5,01 TO 03,"67",New Generation,"1980",59 years,"250000"
103.8383369,1.3767032,2020-07,ANG MO KIO,3 ROOM,"180",ANG MO KIO AVE 5,180 ANG MO KIO AVE 5,07 TO 09,"68",New Generation,"1981",59 years 10 months,"249000"
103.8371593,1.3768568,2020-07,ANG MO KIO,3 ROOM,"181",ANG MO KIO AVE 5,181 ANG MO KIO AVE 5,01 TO 03,"68",New Generation,"1981",59 years 09 months,"240000"
103.8531971,1.3759507,2020-07,ANG MO KIO,3 ROOM,"523",ANG MO KIO AVE 5,523 ANG MO KIO AVE 5,10 TO 12,"68",New Generation,"1980",59 years 02 months,"280000"
103.8417789,1.3767561,2020-07,ANG MO KIO,3 ROOM,"150",ANG MO KIO AVE 5,150 ANG MO KIO AVE 5,07 TO 09,"82",New Generation,"1981",59 years 06 months,"348000"
103.8533738,1.3756617,2020-07,ANG MO KIO,3 ROOM,"538",ANG MO KIO AVE 5,538 ANG MO KIO AVE 5,01 TO 03,"68",New Generation,"1980",58 years 07 months,"250000"
103.8502032,1.3744348,2020-07,ANG MO KIO,3 ROOM,"507",ANG MO KIO AVE 8,507 ANG MO KIO AVE 8,10 TO 12,"67",New Generation,"1980",59 years,"174000"
103.8502032,1.3748745,2020-07,ANG MO KIO,3 ROOM,"505",ANG MO KIO AVE 8,505 ANG MO KIO AVE 8,04 TO 06,"68",New Generation,"1980",59 years 02 months,"285000"
103.8476668,1.3711528,2020-07,ANG MO KIO,3 ROOM,"709",ANG MO KIO AVE 8,709 ANG MO KIO AVE 8,04 TO 06,"82",New Generation,"1980",59 years,"303000"
103.8501126,1.3739957,2020-07,ANG MO KIO,3 ROOM,"509",ANG MO KIO AVE 8,509 ANG MO KIO AVE 8,01 TO 03,"67",New Generation,"1980",58 years 11 months,"290000"
103.8426748,1.3776467,2020-07,ANG MO KIO,3 ROOM,"650",ANG MO KIO ST 61,650 ANG MO KIO ST 61,04 TO 06,"67",Model A,"2015",94 years 05 months,"420000"
103.8426748,1.3776467,2020-07,ANG MO KIO,3 ROOM,"650",ANG MO KIO ST 61,650 ANG MO KIO ST 61,07 TO 09,"67",Model A,"2015",94 years 05 months,"445000"
103.845221,1.3667715,2020-07,ANG MO KIO,4 ROOM,"303",ANG MO KIO AVE 1,303 ANG MO KIO AVE 1,07 TO 09,"97",New Generation,"1977",55 years 09 months,"439000"
103.8440661,1.3655146,2020-07,ANG MO KIO,4 ROOM,308A,ANG MO KIO AVE 1,308A ANG MO KIO AVE 1,10 TO 12,"94",Model A,"2012",91 years 02 months,"682888"
103.8440661,1.3655146,2020-07,ANG MO KIO,4 ROOM,308A,ANG MO KIO AVE 1,308A ANG MO KIO AVE 1,01 TO 03,"94",Model A,"2012",91 years 02 months,"507000"
103.8555479,1.3666375,2020-07,ANG MO KIO,4 ROOM,"444",ANG MO KIO AVE 10,444 ANG MO KIO AVE 10,01 TO 03,"92",New Generation,"1979",58 years 03 months,"330000"
103.8569974,1.3662627,2020-07,ANG MO KIO,4 ROOM,"465",ANG MO KIO AVE 10,465 ANG MO KIO AVE 10,07 TO 09,"92",New Generation,"1980",58 years 08 months,"368000"
103.8568162,1.3641395,2020-07,ANG MO KIO,4 ROOM,"470",ANG MO KIO AVE 10,470 ANG MO KIO AVE 10,13 TO 15,"92",New Generation,"1979",58 years 05 months,"345000"
103.8542797,1.374484,2020-07,ANG MO KIO,4 ROOM,"536",ANG MO KIO AVE 10,536 ANG MO KIO AVE 10,10 TO 12,"93",New Generation,"1980",58 years 07 months,"370000"
103.8569974,1.3662627,2020-07,ANG MO KIO,4 ROOM,"465",ANG MO KIO AVE 10,465 ANG MO KIO AVE 10,07 TO 09,"92",New Generation,"1980",58 years 07 months,"410000"
103.8582657,1.3742406,2020-07,ANG MO KIO,4 ROOM,"547",ANG MO KIO AVE 10,547 ANG MO KIO AVE 10,01 TO 03,"92",New Generation,"1981",59 years 06 months,"350000"
103.847848,1.3670491,2020-07,ANG MO KIO,4 ROOM,"326",ANG MO KIO AVE 3,326 ANG MO KIO AVE 3,13 TO 15,"92",New Generation,"1977",56 years,"450000"
103.8432282,1.3686147,2020-07,ANG MO KIO,4 ROOM,"210",ANG MO KIO AVE 3,210 ANG MO KIO AVE 3,01 TO 03,"91",New Generation,"1977",55 years 10 months,"340000"
103.851562,1.3687122,2020-07,ANG MO KIO,4 ROOM,"423",ANG MO KIO AVE 3,423 ANG MO KIO AVE 3,04 TO 06,"109",Model A,"1993",71 years 09 months,"580000"
103.8524706,1.3706862,2020-07,ANG MO KIO,4 ROOM,"585",ANG MO KIO AVE 3,585 ANG MO KIO AVE 3,01 TO 03,"91",New Generation,"1979",57 years 11 months,"398000"
103.8468515,1.3666154,2020-07,ANG MO KIO,4 ROOM,"329",ANG MO KIO AVE 3,329 ANG MO KIO AVE 3,10 TO 12,"98",New Generation,"1978",56 years 06 months,"450000"
103.8382463,1.3709152,2020-07,ANG MO KIO,4 ROOM,"108",ANG MO KIO AVE 4,108 ANG MO KIO AVE 4,10 TO 12,"92",New Generation,"1978",57 years 01 month,"408000"
103.8380731,1.3758705,2020-07,ANG MO KIO,4 ROOM,"177",ANG MO KIO AVE 4,177 ANG MO KIO AVE 4,10 TO 12,"91",New Generation,"1981",59 years 09 months,"395000"
103.8458551,1.3694784,2020-07,ANG MO KIO,4 ROOM,700B,ANG MO KIO AVE 6,700B ANG MO KIO AVE 6,07 TO 09,"90",Model A,"2003",82 years 02 months,"640000"
103.8502032,1.3744348,2020-07,ANG MO KIO,4 ROOM,"507",ANG MO KIO AVE 8,507 ANG MO KIO AVE 8,10 TO 12,"91",New Generation,"1980",58 years 11 months,"400000"
103.84693,1.364785,2020-07,ANG MO KIO,4 ROOM,316A,ANG MO KIO ST 31,316A ANG MO KIO ST 31,16 TO 18,"95",Model A,"2006",84 years 10 months,"610000"
103.84693,1.364785,2020-07,ANG MO KIO,4 ROOM,316A,ANG MO KIO ST 31,316A ANG MO KIO ST 31,16 TO 18,"95",Model A,"2006",84 years 09 months,"650000"
103.8516073,1.3640602,2020-07,ANG MO KIO,4 ROOM,"353",ANG MO KIO ST 32,353 ANG MO KIO ST 32,07 TO 09,"95",Model A,"2001",80 years 02 months,"535000"
103.8530341,1.3720186,2020-07,ANG MO KIO,4 ROOM,588B,ANG MO KIO ST 52,588B ANG MO KIO ST 52,22 TO 24,"90",DBSS,"2011",90 years 02 months,"740000"
103.8530341,1.3720186,2020-07,ANG MO KIO,4 ROOM,588B,ANG MO KIO ST 52,588B ANG MO KIO ST 52,16 TO 18,"90",DBSS,"2011",90 years 02 months,"737000"
103.8535776,1.3718689,2020-07,ANG MO KIO,4 ROOM,588C,ANG MO KIO ST 52,588C ANG MO KIO ST 52,10 TO 12,"90",DBSS,"2011",89 years 11 months,"732000"
103.8539173,1.371702,2020-07,ANG MO KIO,4 ROOM,588D,ANG MO KIO ST 52,588D ANG MO KIO ST 52,07 TO 09,"91",DBSS,"2011",89 years 11 months,"720000"
103.8458796,1.365603,2020-07,ANG MO KIO,5 ROOM,"306",ANG MO KIO AVE 1,306 ANG MO KIO AVE 1,13 TO 15,"123",Standard,"1977",56 years 01 month,"545000"
103.8552309,1.3615485,2020-07,ANG MO KIO,5 ROOM,"402",ANG MO KIO AVE 10,402 ANG MO KIO AVE 10,13 TO 15,"119",Improved,"1979",57 years 10 months,"560000"
103.851562,1.3687122,2020-07,ANG MO KIO,5 ROOM,"423",ANG MO KIO AVE 3,423 ANG MO KIO AVE 3,01 TO 03,"133",Improved,"1993",71 years 10 months,"650000"
103.8394238,1.3702489,2020-07,ANG MO KIO,5 ROOM,"101",ANG MO KIO AVE 3,101 ANG MO KIO AVE 3,01 TO 03,"117",Standard,"1978",56 years 08 months,"420000"
103.8380651,1.377804,2020-07,ANG MO KIO,5 ROOM,"617",ANG MO KIO AVE 4,617 ANG MO KIO AVE 4,07 TO 09,"133",Model A,"1996",74 years 11 months,"730000"
103.8469421,1.3727689,2020-07,ANG MO KIO,5 ROOM,"725",ANG MO KIO AVE 6,725 ANG MO KIO AVE 6,10 TO 12,"119",Improved,"1980",58 years 11 months,"615000"
103.841326,1.3818885,2020-07,ANG MO KIO,5 ROOM,"627",ANG MO KIO AVE 9,627 ANG MO KIO AVE 9,07 TO 09,"126",Improved,"1993",71 years 08 months,"580000"
103.8516073,1.3640602,2020-07,ANG MO KIO,5 ROOM,"353",ANG MO KIO ST 32,353 ANG MO KIO ST 32,16 TO 18,"110",Improved,"2001",80 years 03 months,"682000"
103.8535776,1.3718689,2020-07,ANG MO KIO,5 ROOM,588C,ANG MO KIO ST 52,588C ANG MO KIO ST 52,25 TO 27,"112",DBSS,"2011",89 years 11 months,"875000"
103.9359252,1.3305163,2020-07,BEDOK,2 ROOM,"114",BEDOK NTH ST 2,114 BEDOK NTH ST 2,13 TO 15,"44",Improved,"1978",56 years 11 months,"195000"
103.9246859,1.333142,2020-07,BEDOK,2 ROOM,"534",BEDOK NTH ST 3,534 BEDOK NTH ST 3,13 TO 15,"45",Improved,"1986",64 years 07 months,"210000"
103.9246859,1.333142,2020-07,BEDOK,2 ROOM,"534",BEDOK NTH ST 3,534 BEDOK NTH ST 3,07 TO 09,"45",Improved,"1986",64 years 07 months,"210000"
103.9246859,1.333142,2020-07,BEDOK,2 ROOM,"534",BEDOK NTH ST 3,534 BEDOK NTH ST 3,10 TO 12,"45",Improved,"1986",64 years 07 months,"205500"
103.9182508,1.3339841,2020-07,BEDOK,2 ROOM,"620",BEDOK RESERVOIR RD,620 BEDOK RESERVOIR RD,04 TO 06,"45",Improved,"1986",65 years 01 month,"222000"
103.9346359,1.3257321,2020-07,BEDOK,3 ROOM,220A,BEDOK CTRL,220A BEDOK CTRL,04 TO 06,"69",Model A,"2010",88 years 10 months,"455000"
103.934526,1.325015,2020-07,BEDOK,3 ROOM,221B,BEDOK CTRL,221B BEDOK CTRL,16 TO 18,"69",Model A,"2010",88 years 10 months,"510000"
103.9271004,1.3319835,2020-07,BEDOK,3 ROOM,"551",BEDOK NTH AVE 1,551 BEDOK NTH AVE 1,01 TO 03,"83",New Generation,"1980",58 years 09 months,"295000"
103.9268611,1.3313002,2020-07,BEDOK,3 ROOM,"548",BEDOK NTH AVE 1,548 BEDOK NTH AVE 1,10 TO 12,"68",New Generation,"1980",59 years,"250000"
103.9280394,1.3308544,2020-07,BEDOK,3 ROOM,"519",BEDOK NTH AVE 1,519 BEDOK NTH AVE 1,04 TO 06,"67",New Generation,"1979",58 years,"285000"
103.9300788,1.3283185,2020-07,BEDOK,3 ROOM,"418",BEDOK NTH AVE 2,418 BEDOK NTH AVE 2,07 TO 09,"67",New Generation,"1978",57 years 04 months,"298000"
103.9300788,1.3283185,2020-07,BEDOK,3 ROOM,"418",BEDOK NTH AVE 2,418 BEDOK NTH AVE 2,04 TO 06,"67",New Generation,"1978",57 years 04 months,"300000"
103.936605,1.3332562,2020-07,BEDOK,3 ROOM,"104",BEDOK NTH AVE 4,104 BEDOK NTH AVE 4,04 TO 06,"67",New Generation,"1977",56 years 01 month,"260000"
103.9421106,1.3281133,2020-07,BEDOK,3 ROOM,"75",BEDOK NTH RD,75 BEDOK NTH RD,01 TO 03,"70",Improved,"1978",56 years 07 months,"295000"
103.9368316,1.3313891,2020-07,BEDOK,3 ROOM,"115",BEDOK NTH RD,115 BEDOK NTH RD,10 TO 12,"73",New Generation,"1978",56 years 10 months,"300000"
103.9288099,1.3293501,2020-07,BEDOK,3 ROOM,"425",BEDOK NTH RD,425 BEDOK NTH RD,04 TO 06,"67",New Generation,"1979",57 years 07 months,"288000"
103.9390071,1.3292548,2020-07,BEDOK,3 ROOM,"124",BEDOK NTH RD,124 BEDOK NTH RD,10 TO 12,"67",New Generation,"1978",56 years 11 months,"265000"
103.9419985,1.3287254,2020-07,BEDOK,3 ROOM,"77",BEDOK NTH RD,77 BEDOK NTH RD,07 TO 09,"60",Improved,"1986",64 years 09 months,"240000"
103.9390071,1.3292548,2020-07,BEDOK,3 ROOM,"124",BEDOK NTH RD,124 BEDOK NTH RD,04 TO 06,"67",New Generation,"1978",56 years 10 months,"280000"
103.9287646,1.3277041,2020-07,BEDOK,3 ROOM,"420",BEDOK NTH ST 1,420 BEDOK NTH ST 1,04 TO 06,"68",New Generation,"1979",57 years 07 months,"326000"
103.9282207,1.3260977,2020-07,BEDOK,3 ROOM,"201",BEDOK NTH ST 1,201 BEDOK NTH ST 1,07 TO 09,"73",New Generation,"1979",58 years,"335000"
103.9282207,1.3260977,2020-07,BEDOK,3 ROOM,"201",BEDOK NTH ST 1,201 BEDOK NTH ST 1,07 TO 09,"88",New Generation,"1979",58 years,"388000"
103.9292177,1.3257993,2020-07,BEDOK,3 ROOM,"203",BEDOK NTH ST 1,203 BEDOK NTH ST 1,04 TO 06,"68",New Generation,"1977",56 years,"320000"
103.9361971,1.3297831,2020-07,BEDOK,3 ROOM,"138",BEDOK NTH ST 2,138 BEDOK NTH ST 2,10 TO 12,"67",New Generation,"1978",56 years 10 months,"305000"
103.9361971,1.3297831,2020-07,BEDOK,3 ROOM,"138",BEDOK NTH ST 2,138 BEDOK NTH ST 2,07 TO 09,"67",New Generation,"1978",56 years 10 months,"275000"
103.9361971,1.3297831,2020-07,BEDOK,3 ROOM,"138",BEDOK NTH ST 2,138 BEDOK NTH ST 2,07 TO 09,"67",New Generation,"1978",56 years 10 months,"280000"
103.9378287,1.3279447,2020-07,BEDOK,3 ROOM,"127",BEDOK NTH ST 2,127 BEDOK NTH ST 2,10 TO 12,"67",New Generation,"1978",56 years 10 months,"268000"
103.93801,1.3287484,2020-07,BEDOK,3 ROOM,"122",BEDOK NTH ST 2,122 BEDOK NTH ST 2,07 TO 09,"67",New Generation,"1978",56 years 08 months,"288000"
103.93801,1.3275778,2020-07,BEDOK,3 ROOM,"129",BEDOK NTH ST 2,129 BEDOK NTH ST 2,01 TO 03,"82",New Generation,"1978",56 years 10 months,"315000"
103.9361971,1.3297831,2020-07,BEDOK,3 ROOM,"138",BEDOK NTH ST 2,138 BEDOK NTH ST 2,04 TO 06,"67",New Generation,"1978",56 years 09 months,"270000"
103.9323222,1.3318724,2020-07,BEDOK,3 ROOM,"504",BEDOK NTH ST 3,504 BEDOK NTH ST 3,04 TO 06,"59",Improved,"1978",56 years 10 months,"233000"
103.9235076,1.332783,2020-07,BEDOK,3 ROOM,"535",BEDOK NTH ST 3,535 BEDOK NTH ST 3,07 TO 09,"60",Improved,"1986",64 years 07 months,"261500"
103.926882,1.333838,2020-07,BEDOK,3 ROOM,"530",BEDOK NTH ST 3,530 BEDOK NTH ST 3,07 TO 09,"68",New Generation,"1979",58 years 02 months,"241500"
103.9246859,1.333142,2020-07,BEDOK,3 ROOM,"534",BEDOK NTH ST 3,534 BEDOK NTH ST 3,01 TO 03,"60",Improved,"1986",64 years 08 months,"215000"
103.9246859,1.333142,2020-07,BEDOK,3 ROOM,"534",BEDOK NTH ST 3,534 BEDOK NTH ST 3,04 TO 06,"60",Improved,"1986",64 years 08 months,"238000"
103.9227825,1.3307383,2020-07,BEDOK,3 ROOM,"542",BEDOK NTH ST 3,542 BEDOK NTH ST 3,01 TO 03,"67",New Generation,"1985",64 years 03 months,"240000"
103.924142,1.3301452,2020-07,BEDOK,3 ROOM,"545",BEDOK NTH ST 3,545 BEDOK NTH ST 3,10 TO 12,"68",New Generation,"1980",58 years 11 months,"260000"
103.9290365,1.3347268,2020-07,BEDOK,3 ROOM,"525",BEDOK NTH ST 3,525 BEDOK NTH ST 3,07 TO 09,"67",New Generation,"1979",58 years 01 month,"240000"
103.9282207,1.3326826,2020-07,BEDOK,3 ROOM,"554",BEDOK NTH ST 3,554 BEDOK NTH ST 3,04 TO 06,"68",New Generation,"1980",58 years 11 months,"241000"
103.9227825,1.3307383,2020-07,BEDOK,3 ROOM,"542",BEDOK NTH ST 3,542 BEDOK NTH ST 3,10 TO 12,"67",New Generation,"1985",64 years 02 months,"265000"
103.9282207,1.3339997,2020-07,BEDOK,3 ROOM,"527",BEDOK NTH ST 3,527 BEDOK NTH ST 3,01 TO 03,"68",New Generation,"1979",58 years 01 month,"230000"
103.926882,1.333838,2020-07,BEDOK,3 ROOM,"530",BEDOK NTH ST 3,530 BEDOK NTH ST 3,07 TO 09,"68",New Generation,"1979",58 years 01 month,"275000"
103.9235076,1.332783,2020-07,BEDOK,3 ROOM,"535",BEDOK NTH ST 3,535 BEDOK NTH ST 3,10 TO 12,"60",Improved,"1986",64 years 06 months,"250000"
103.9324581,1.3314692,2020-07,BEDOK,3 ROOM,"503",BEDOK NTH ST 3,503 BEDOK NTH ST 3,13 TO 15,"59",Improved,"1978",56 years 09 months,"242000"
103.9255016,1.330869,2020-07,BEDOK,3 ROOM,"546",BEDOK NTH ST 3,546 BEDOK NTH ST 3,10 TO 12,"68",New Generation,"1980",58 years 10 months,"256000"
103.9219215,1.3361217,2020-07,BEDOK,3 ROOM,748C,BEDOK RESERVOIR CRES,748C BEDOK RESERVOIR CRES,04 TO 06,"66",DBSS,"2014",93 years 02 months,"495000"
103.9226012,1.3359348,2020-07,BEDOK,3 ROOM,"712",BEDOK RESERVOIR RD,712 BEDOK RESERVOIR RD,04 TO 06,"68",New Generation,"1981",60 years 01 month,"284000"
103.9121786,1.3309457,2020-07,BEDOK,3 ROOM,"610",BEDOK RESERVOIR RD,610 BEDOK RESERVOIR RD,04 TO 06,"67",New Generation,"1982",61 years 01 month,"270000"
103.9124505,1.3360666,2020-07,BEDOK,3 ROOM,"150",BEDOK RESERVOIR RD,150 BEDOK RESERVOIR RD,04 TO 06,"63",Simplified,"1988",67 years 01 month,"278000"
103.909188,1.3291336,2020-07,BEDOK,3 ROOM,"105",BEDOK RESERVOIR RD,105 BEDOK RESERVOIR RD,10 TO 12,"67",New Generation,"1985",64 years 02 months,"240000"
103.92242,1.336814,2020-07,BEDOK,3 ROOM,"713",BEDOK RESERVOIR RD,713 BEDOK RESERVOIR RD,01 TO 03,"68",New Generation,"1981",60 years 01 month,"285000"
103.9086442,1.3311124,2020-07,BEDOK,3 ROOM,"116",BEDOK RESERVOIR RD,116 BEDOK RESERVOIR RD,07 TO 09,"67",New Generation,"1986",64 years 08 months,"282000"
103.9131117,1.3318329,2020-07,BEDOK,3 ROOM,"609",BEDOK RESERVOIR RD,609 BEDOK RESERVOIR RD,04 TO 06,"67",New Generation,"1982",61 years,"270000"
103.9165289,1.3331891,2020-07,BEDOK,3 ROOM,"617",BEDOK RESERVOIR RD,617 BEDOK RESERVOIR RD,07 TO 09,"60",Improved,"1986",64 years 07 months,"254000"
103.9176303,1.3335218,2020-07,BEDOK,3 ROOM,"619",BEDOK RESERVOIR RD,619 BEDOK RESERVOIR RD,04 TO 06,"68",New Generation,"1981",59 years 08 months,"270000"
103.9226012,1.3359348,2020-07,BEDOK,3 ROOM,"712",BEDOK RESERVOIR RD,712 BEDOK RESERVOIR RD,01 TO 03,"68",New Generation,"1981",60 years,"272500"
103.9124505,1.3351152,2020-07,BEDOK,3 ROOM,"144",BEDOK RESERVOIR RD,144 BEDOK RESERVOIR RD,01 TO 03,"64",Simplified,"1987",65 years 07 months,"260000"
103.9148975,1.3318081,2020-07,BEDOK,3 ROOM,"616",BEDOK RESERVOIR RD,616 BEDOK RESERVOIR RD,07 TO 09,"68",New Generation,"1982",60 years 10 months,"302000"
103.9332953,1.3213165,2020-07,BEDOK,3 ROOM,"2",BEDOK STH AVE 1,2 BEDOK STH AVE 1,07 TO 09,"73",Improved,"1976",54 years 07 months,"316000"
103.9332953,1.3213165,2020-07,BEDOK,3 ROOM,"2",BEDOK STH AVE 1,2 BEDOK STH AVE 1,04 TO 06,"65",Improved,"1976",54 years 06 months,"257000"
103.9331111,1.3219076,2020-07,BEDOK,3 ROOM,"3",BEDOK STH AVE 1,3 BEDOK STH AVE 1,13 TO 15,"59",Improved,"1976",54 years 06 months,"276388"
103.9332953,1.3213165,2020-07,BEDOK,3 ROOM,"2",BEDOK STH AVE 1,2 BEDOK STH AVE 1,10 TO 12,"65",Improved,"1976",54 years 07 months,"245000"
103.9332953,1.3213165,2020-07,BEDOK,3 ROOM,"2",BEDOK STH AVE 1,2 BEDOK STH AVE 1,04 TO 06,"65",Improved,"1976",54 years 06 months,"252000"
103.9390978,1.3228896,2020-07,BEDOK,3 ROOM,"33",BEDOK STH AVE 2,33 BEDOK STH AVE 2,01 TO 03,"73",New Generation,"1978",56 years 08 months,"288000"
103.9396401,1.3214265,2020-07,BEDOK,3 ROOM,"39",BEDOK STH RD,39 BEDOK STH RD,04 TO 06,"67",New Generation,"1978",57 years 02 months,"265000"
103.9396401,1.3214265,2020-07,BEDOK,3 ROOM,"39",BEDOK STH RD,39 BEDOK STH RD,10 TO 12,"67",New Generation,"1978",57 years 02 months,"255000"
103.9264986,1.3261076,2020-07,BEDOK,3 ROOM,"40",CHAI CHEE AVE,40 CHAI CHEE AVE,13 TO 15,"65",Improved,"1974",52 years 07 months,"260000"
103.919809,1.325893,2020-07,BEDOK,3 ROOM,"58",CHAI CHEE DR,58 CHAI CHEE DR,04 TO 06,"75",Model A,"1983",62 years 06 months,"300000"
103.9193384,1.3271729,2020-07,BEDOK,3 ROOM,"55",CHAI CHEE DR,55 CHAI CHEE DR,07 TO 09,"75",Model A,"1984",62 years 09 months,"290000"
103.9202448,1.3248997,2020-07,BEDOK,3 ROOM,"59",CHAI CHEE RD,59 CHAI CHEE RD,10 TO 12,"75",Model A,"1984",62 years 06 months,"318000"
103.923325,1.328094,2020-07,BEDOK,3 ROOM,807C,CHAI CHEE RD,807C CHAI CHEE RD,01 TO 03,"68",Model A,"2016",95 years 04 months,"433000"
103.9257561,1.3290909,2020-07,BEDOK,3 ROOM,"44",CHAI CHEE ST,44 CHAI CHEE ST,04 TO 06,"68",New Generation,"1980",58 years 11 months,"278000"
103.9349004,1.32374,2020-07,BEDOK,3 ROOM,"28",NEW UPP CHANGI RD,28 NEW UPP CHANGI RD,07 TO 09,"65",Improved,"1977",55 years 11 months,"295000"
103.9363732,1.3240053,2020-07,BEDOK,3 ROOM,"29",NEW UPP CHANGI RD,29 NEW UPP CHANGI RD,07 TO 09,"65",Improved,"1977",55 years 11 months,"273000"
103.9349004,1.32374,2020-07,BEDOK,3 ROOM,"28",NEW UPP CHANGI RD,28 NEW UPP CHANGI RD,01 TO 03,"65",Improved,"1977",55 years 11 months,"250000"
103.9416303,1.3241216,2020-07,BEDOK,3 ROOM,"57",NEW UPP CHANGI RD,57 NEW UPP CHANGI RD,01 TO 03,"68",Improved,"1985",64 years 03 months,"278000"
103.9301005,1.3254549,2020-07,BEDOK,3 ROOM,"208",NEW UPP CHANGI RD,208 NEW UPP CHANGI RD,04 TO 06,"68",New Generation,"1979",57 years 11 months,"315000"
103.9349227,1.3241599,2020-07,BEDOK,3 ROOM,"27",NEW UPP CHANGI RD,27 NEW UPP CHANGI RD,07 TO 09,"65",Improved,"1982",61 years 02 months,"285000"
103.9363732,1.3240053,2020-07,BEDOK,3 ROOM,"29",NEW UPP CHANGI RD,29 NEW UPP CHANGI RD,07 TO 09,"76",Improved,"1977",55 years 10 months,"280000"
103.928049,1.329688,2020-07,BEDOK,4 ROOM,"428",BEDOK NTH RD,428 BEDOK NTH RD,10 TO 12,"92",New Generation,"1979",57 years 07 months,"418000"
103.9409107,1.3272685,2020-07,BEDOK,4 ROOM,"78",BEDOK NTH RD,78 BEDOK NTH RD,01 TO 03,"91",New Generation,"1978",57 years,"360000"
103.9289911,1.3287637,2020-07,BEDOK,4 ROOM,"422",BEDOK NTH RD,422 BEDOK NTH RD,01 TO 03,"92",New Generation,"1979",57 years 06 months,"390000"
103.9289911,1.3287637,2020-07,BEDOK,4 ROOM,"422",BEDOK NTH RD,422 BEDOK NTH RD,13 TO 15,"92",New Generation,"1979",57 years 06 months,"430000"
