month,town,flat_type,flat_type_code,block,street_name,Address,storey_range,floor_area_sqm,flat_model,lease_commence_date,remaining_lease_nearest_year,remaining_lease,resale_price,latitude,longitude
2020-03,SENGKANG,4 ROOM,4.00,332A,ANCHORVALE LINK,332A ANCHORVALE LINK,13 TO 15,92,Model A,2015,94,94 years 03 months,475000.00,1.3952304,103.8910639
2020-03,SENGKANG,4 ROOM,4.00,303C,ANCHORVALE LINK,303C ANCHORVALE LINK,13 TO 15,85,Model A2,2001,80,80 years 06 months,365000.00,1.3876941,103.8900218
2020-03,SENGKANG,4 ROOM,4.00,332B,ANCHORVALE LINK,332B ANCHORVALE LINK,04 TO 06,92,Model A,2015,94,94 years 03 months,458000.00,1.3952492,103.8914085
2020-03,SENGKANG,4 ROOM,4.00,326D,ANCHORVALE RD,326D ANCHORVALE RD,10 TO 12,92,Premium Apartment,2015,94,94 years 01 month,465000.00,1.3963036,103.8880859
2020-03,SENGKANG,4 ROOM,4.00,307D,ANCHORVALE RD,307D ANCHORVALE RD,10 TO 12,90,Model A,2001,80,80 years 08 months,362000.00,1.3904153,103.8861709
2020-03,SENGKANG,4 ROOM,4.00,308C,ANCHORVALE RD,308C ANCHORVALE RD,07 TO 09,90,Model A,2002,80,80 years 11 months,345000.00,1.3896444,103.8863974
2020-03,SENGKANG,4 ROOM,4.00,331A,ANCHORVALE ST,331A ANCHORVALE ST,10 TO 12,93,Model A,2015,94,94 years 06 months,460000.00,1.3961621,103.8903164
2020-03,SENGKANG,4 ROOM,4.00,330A,ANCHORVALE ST,330A ANCHORVALE ST,13 TO 15,93,Model A,2015,94,94 years 05 months,453000.00,1.3965495,103.889886
2020-03,SENGKANG,4 ROOM,4.00,330B,ANCHORVALE ST,330B ANCHORVALE ST,16 TO 18,92,Model A,2015,94,94 years 05 months,480000.00,1.3965468,103.8903391
2020-03,SENGKANG,4 ROOM,4.00,331B,ANCHORVALE ST,331B ANCHORVALE ST,04 TO 06,92,Model A,2015,94,94 years 05 months,455000.00,1.3956678,103.8902484
2020-03,SENGKANG,4 ROOM,4.00,266C,COMPASSVALE BOW,266C COMPASSVALE BOW,01 TO 03,92,Premium Apartment,2007,86,86 years 05 months,380000.00,1.3827452,103.8974297
2020-03,SENGKANG,4 ROOM,4.00,213A,COMPASSVALE LANE,213A COMPASSVALE LANE,04 TO 06,95,Premium Apartment,2012,91,91 years 07 months,405000.00,1.385858,103.90031
2020-03,SENGKANG,4 ROOM,4.00,275A,COMPASSVALE LINK,275A COMPASSVALE LINK,07 TO 09,92,Premium Apartment,2009,88,88 years 03 months,600000.00,1.382923,103.8948129
2020-03,SENGKANG,4 ROOM,4.00,269C,COMPASSVALE LINK,269C COMPASSVALE LINK,07 TO 09,91,Premium Apartment,2006,84,84 years 11 months,480000.00,1.383502,103.896391
2020-03,SENGKANG,4 ROOM,4.00,268A,COMPASSVALE LINK,268A COMPASSVALE LINK,04 TO 06,90,Premium Apartment,2006,84,84 years 11 months,380000.00,1.384262,103.896552
2020-03,SENGKANG,4 ROOM,4.00,277B,COMPASSVALE LINK,277B COMPASSVALE LINK,04 TO 06,90,Premium Apartment,2009,88,88 years 03 months,515000.00,1.382338,103.894509
2020-03,SENGKANG,4 ROOM,4.00,277C,COMPASSVALE LINK,277C COMPASSVALE LINK,13 TO 15,92,Premium Apartment,2009,88,88 years 03 months,580000.00,1.3823625,103.8940316
2020-03,SENGKANG,4 ROOM,4.00,277C,COMPASSVALE LINK,277C COMPASSVALE LINK,07 TO 09,92,Premium Apartment,2009,88,88 years 03 months,552000.00,1.3823625,103.8940316
2020-03,SENGKANG,4 ROOM,4.00,273D,COMPASSVALE LINK,273D COMPASSVALE LINK,13 TO 15,90,Premium Apartment,2009,88,88 years 05 months,583000.00,1.3841826,103.8946913
2020-03,SENGKANG,4 ROOM,4.00,275A,COMPASSVALE LINK,275A COMPASSVALE LINK,04 TO 06,90,Premium Apartment,2009,88,88 years 03 months,530000.00,1.382923,103.8948129
2020-03,SENGKANG,4 ROOM,4.00,236,COMPASSVALE WALK,236 COMPASSVALE WALK,13 TO 15,100,Model A,1999,78,78 years 04 months,400000.00,1.3904952,103.8994592
2020-03,SENGKANG,4 ROOM,4.00,238,COMPASSVALE WALK,238 COMPASSVALE WALK,16 TO 18,100,Model A,1999,78,78 years 08 months,395000.00,1.3907061,103.8987664
2020-03,SENGKANG,4 ROOM,4.00,228B,COMPASSVALE WALK,228B COMPASSVALE WALK,04 TO 06,102,Model A,1999,78,78 years 09 months,368000.00,1.387903,103.901196
2020-03,SENGKANG,4 ROOM,4.00,415A,FERNVALE LINK,415A FERNVALE LINK,13 TO 15,93,Model A,2016,94,94 years 11 months,438888.00,1.3891156,103.8794171
2020-03,SENGKANG,4 ROOM,4.00,415A,FERNVALE LINK,415A FERNVALE LINK,10 TO 12,93,Model A,2016,94,94 years 10 months,437777.00,1.3891156,103.8794171
2020-03,SENGKANG,4 ROOM,4.00,416A,FERNVALE LINK,416A FERNVALE LINK,07 TO 09,93,Model A,2016,94,94 years 10 months,416000.00,1.3904754,103.8798259
2020-03,SENGKANG,4 ROOM,4.00,416C,FERNVALE LINK,416C FERNVALE LINK,01 TO 03,93,Model A,2016,94,94 years 10 months,416000.00,1.3898643,103.8797571
2020-03,SENGKANG,4 ROOM,4.00,468B,FERNVALE LINK,468B FERNVALE LINK,10 TO 12,93,Model A,2016,95,95 years 06 months,420000.00,1.3967296,103.8782427
2020-03,SENGKANG,4 ROOM,4.00,415C,FERNVALE LINK,415C FERNVALE LINK,13 TO 15,93,Model A,2016,94,94 years 10 months,425000.00,1.3895201,103.8805629
2020-03,SENGKANG,4 ROOM,4.00,412A,FERNVALE LINK,412A FERNVALE LINK,07 TO 09,95,Premium Apartment,2004,83,83 years,372000.00,1.3892188,103.8779256
2020-03,SENGKANG,4 ROOM,4.00,440B,FERNVALE LINK,440B FERNVALE LINK,10 TO 12,92,Model A,2015,94,94 years 04 months,425000.00,1.3935128,103.8781745
2020-03,SENGKANG,4 ROOM,4.00,415B,FERNVALE LINK,415B FERNVALE LINK,16 TO 18,93,Model A,2016,94,94 years 10 months,468888.00,1.389669,103.8801605
2020-03,SENGKANG,4 ROOM,4.00,440C,FERNVALE LINK,440C FERNVALE LINK,25 TO 27,92,Model A,2015,94,94 years 04 months,470000.00,1.3925706,103.8781754
2020-03,SENGKANG,4 ROOM,4.00,415A,FERNVALE LINK,415A FERNVALE LINK,19 TO 21,93,Model A,2016,94,94 years 10 months,442000.00,1.3891156,103.8794171
2020-03,SENGKANG,4 ROOM,4.00,415A,FERNVALE LINK,415A FERNVALE LINK,07 TO 09,93,Model A,2016,94,94 years 10 months,414000.00,1.3891156,103.8794171
2020-03,SENGKANG,4 ROOM,4.00,415A,FERNVALE LINK,415A FERNVALE LINK,13 TO 15,93,Model A,2016,94,94 years 10 months,460000.00,1.3891156,103.8794171
2020-03,SENGKANG,4 ROOM,4.00,415C,FERNVALE LINK,415C FERNVALE LINK,13 TO 15,93,Model A,2016,94,94 years 10 months,460000.00,1.3895201,103.8805629
2020-03,SENGKANG,4 ROOM,4.00,430D,FERNVALE LINK,430D FERNVALE LINK,22 TO 24,92,Model A,2015,94,94 years 02 months,450000.00,1.3948433,103.8780388
2020-03,SENGKANG,4 ROOM,4.00,441A,FERNVALE RD,441A FERNVALE RD,16 TO 18,93,Model A,2012,91,91 years,434000.00,1.3912255,103.8751425
2020-03,SENGKANG,4 ROOM,4.00,453D,FERNVALE RD,453D FERNVALE RD,22 TO 24,92,Model A,2015,94,94 years 05 months,436000.00,1.3934239,103.8755991
2020-03,SENGKANG,4 ROOM,4.00,453C,FERNVALE RD,453C FERNVALE RD,04 TO 06,92,Model A,2015,94,94 years 05 months,405000.00,1.393398,103.8748606
2020-03,SENGKANG,4 ROOM,4.00,436A,FERNVALE RD,436A FERNVALE RD,16 TO 18,96,Model A,2010,89,89 years,425000.00,1.3931682,103.8765685
2020-03,SENGKANG,4 ROOM,4.00,407A,FERNVALE RD,407A FERNVALE RD,01 TO 03,95,Premium Apartment,2005,83,83 years 10 months,335000.00,1.3883477,103.8753009
2020-03,SENGKANG,4 ROOM,4.00,411A,FERNVALE RD,411A FERNVALE RD,04 TO 06,95,Premium Apartment,2012,91,91 years 08 months,405000.00,1.390323,103.8771101
2020-03,SENGKANG,4 ROOM,4.00,453D,FERNVALE RD,453D FERNVALE RD,07 TO 09,92,Model A,2015,94,94 years 04 months,415000.00,1.3934239,103.8755991
2020-03,SENGKANG,4 ROOM,4.00,406A,FERNVALE RD,406A FERNVALE RD,04 TO 06,90,Premium Apartment,2004,83,83 years 08 months,342000.00,1.3879543,103.8742695
2020-03,SENGKANG,4 ROOM,4.00,435B,FERNVALE RD,435B FERNVALE RD,10 TO 12,94,Premium Apartment,2013,92,92 years 03 months,438000.00,1.393283,103.876665
2020-03,SENGKANG,4 ROOM,4.00,411B,FERNVALE RD,411B FERNVALE RD,19 TO 21,96,Premium Apartment,2012,91,91 years 08 months,450888.00,1.39004,103.877083
2020-03,SENGKANG,4 ROOM,4.00,453D,FERNVALE RD,453D FERNVALE RD,07 TO 09,92,Model A,2015,94,94 years 04 months,418000.00,1.3934239,103.8755991
2020-03,SENGKANG,4 ROOM,4.00,453B,FERNVALE RD,453B FERNVALE RD,13 TO 15,92,Model A,2015,94,94 years 04 months,420000.00,1.3938878,103.875434
2020-03,SENGKANG,4 ROOM,4.00,434B,FERNVALE RD,434B FERNVALE RD,22 TO 24,94,Premium Apartment,2013,92,92 years 03 months,456000.00,1.3947239,103.8765665
2020-03,SENGKANG,4 ROOM,4.00,180C,RIVERVALE CRES,180C RIVERVALE CRES,16 TO 18,93,Model A,2015,94,94 years 01 month,392888.00,1.3895416,103.9096411
2020-03,SENGKANG,4 ROOM,4.00,149,RIVERVALE CRES,149 RIVERVALE CRES,16 TO 18,100,Model A,1999,78,78 years 06 months,390000.00,1.391559,103.905399
2020-03,SENGKANG,4 ROOM,4.00,158B,RIVERVALE CRES,158B RIVERVALE CRES,01 TO 03,91,Premium Apartment,2003,82,82 years 08 months,350000.00,1.388555,103.906694
2020-03,SENGKANG,4 ROOM,4.00,150,RIVERVALE CRES,150 RIVERVALE CRES,07 TO 09,90,Model A,2005,84,84 years 09 months,369000.00,1.3924541,103.9060434
2020-03,SENGKANG,4 ROOM,4.00,156,RIVERVALE CRES,156 RIVERVALE CRES,01 TO 03,90,Model A,2005,84,84 years 09 months,340000.00,1.3910197,103.9075567
2020-03,SENGKANG,4 ROOM,4.00,116A,RIVERVALE DR,116A RIVERVALE DR,16 TO 18,95,Model A,2000,79,79 years 04 months,360000.00,1.3826235,103.9024818
2020-03,SENGKANG,4 ROOM,4.00,121B,RIVERVALE DR,121B RIVERVALE DR,07 TO 09,91,Model A,2000,79,79 years 04 months,331000.00,1.386912,103.904704
2020-03,SENGKANG,4 ROOM,4.00,127,RIVERVALE ST,127 RIVERVALE ST,01 TO 03,100,Model A,1999,78,78 years 04 months,358000.00,1.390597,103.902208
2020-03,SENGKANG,4 ROOM,4.00,271C,SENGKANG CTRL,271C SENGKANG CTRL,01 TO 03,93,Premium Apartment,2010,89,89 years 03 months,385000.00,1.3850849,103.894541
2020-03,SENGKANG,4 ROOM,4.00,270A,SENGKANG CTRL,270A SENGKANG CTRL,07 TO 09,93,Premium Apartment,2010,89,89 years 02 months,525000.00,1.385768,103.894137
2020-03,SENGKANG,4 ROOM,4.00,272C,SENGKANG CTRL,272C SENGKANG CTRL,10 TO 12,90,Premium Apartment,2009,88,88 years 09 months,540000.00,1.384317,103.893694
2020-03,SENGKANG,4 ROOM,4.00,280B,SENGKANG EAST AVE,280B SENGKANG EAST AVE,10 TO 12,92,Premium Apartment,2015,94,94 years 06 months,580000.00,1.3861301,103.8919701
2020-03,SENGKANG,4 ROOM,4.00,280A,SENGKANG EAST AVE,280A SENGKANG EAST AVE,04 TO 06,92,Premium Apartment,2015,94,94 years 05 months,533000.00,1.3861098,103.8923099
2020-03,SENGKANG,4 ROOM,4.00,280B,SENGKANG EAST AVE,280B SENGKANG EAST AVE,10 TO 12,92,Premium Apartment,2015,94,94 years 05 months,565000.00,1.3861301,103.8919701
2020-03,SENGKANG,4 ROOM,4.00,202C,SENGKANG EAST RD,202C SENGKANG EAST RD,10 TO 12,90,Model A,2001,80,80 years 02 months,405000.00,1.387665,103.89283
2020-03,SENGKANG,4 ROOM,4.00,325B,SENGKANG EAST WAY,325B SENGKANG EAST WAY,10 TO 12,90,Model A,2003,82,82 years 01 month,380000.00,1.3929689,103.89061
2020-03,SENGKANG,4 ROOM,4.00,438B,SENGKANG WEST AVE,438B SENGKANG WEST AVE,19 TO 21,94,Model A,2011,90,90 years,406000.00,1.39278,103.877718
2020-03,SENGKANG,4 ROOM,4.00,452B,SENGKANG WEST WAY,452B SENGKANG WEST WAY,10 TO 12,92,Model A,2015,94,94 years 02 months,415000.00,1.3941746,103.8742197
2020-03,SENGKANG,4 ROOM,4.00,433B,SENGKANG WEST WAY,433B SENGKANG WEST WAY,16 TO 18,93,Model A,2014,93,93 years 08 months,435000.00,1.3942122,103.8776645
2020-03,SENGKANG,4 ROOM,4.00,448A,SENGKANG WEST WAY,448A SENGKANG WEST WAY,22 TO 24,92,Model A,2014,93,93 years 04 months,428000.00,1.3931595,103.8731109
2020-03,SENGKANG,5 ROOM,5.00,336C,ANCHORVALE CRES,336C ANCHORVALE CRES,10 TO 12,111,Premium Apartment,2015,94,94 years 09 months,555000.00,1.3976971,103.8885984
2020-03,SENGKANG,5 ROOM,5.00,336B,ANCHORVALE CRES,336B ANCHORVALE CRES,13 TO 15,111,Premium Apartment,2015,94,94 years 09 months,608000.00,1.3975255,103.8890931
2020-03,SENGKANG,5 ROOM,5.00,301A,ANCHORVALE DR,301A ANCHORVALE DR,04 TO 06,110,Improved,2001,80,80 years 05 months,438000.00,1.3896032,103.8916076
2020-03,SENGKANG,5 ROOM,5.00,322B,ANCHORVALE DR,322B ANCHORVALE DR,10 TO 12,110,Improved,2002,81,81 years 01 month,488000.00,1.3914795,103.8918705
2020-03,SENGKANG,5 ROOM,5.00,311C,ANCHORVALE LANE,311C ANCHORVALE LANE,04 TO 06,112,Premium Apartment,2002,81,81 years 09 months,380000.00,1.391837,103.88439
2020-03,SENGKANG,5 ROOM,5.00,311C,ANCHORVALE LANE,311C ANCHORVALE LANE,04 TO 06,111,Premium Apartment,2002,81,81 years 08 months,391000.00,1.391837,103.88439
2020-03,SENGKANG,5 ROOM,5.00,333C,ANCHORVALE LINK,333C ANCHORVALE LINK,04 TO 06,112,Improved,2015,94,94 years 04 months,550000.00,1.3945557,103.8907509
2020-03,SENGKANG,5 ROOM,5.00,316B,ANCHORVALE LINK,316B ANCHORVALE LINK,07 TO 09,110,Premium Apartment,2003,82,82 years 03 months,458000.00,1.393008,103.888944
2020-03,SENGKANG,5 ROOM,5.00,318D,ANCHORVALE LINK,318D ANCHORVALE LINK,07 TO 09,110,Premium Apartment,2003,82,82 years,450000.00,1.393038,103.889615
2020-03,SENGKANG,5 ROOM,5.00,305B,ANCHORVALE LINK,305B ANCHORVALE LINK,10 TO 12,110,Improved,2001,80,80 years 09 months,405000.00,1.389137,103.8885738
2020-03,SENGKANG,5 ROOM,5.00,308B,ANCHORVALE RD,308B ANCHORVALE RD,01 TO 03,110,Improved,2001,80,80 years 09 months,400000.00,1.38993,103.886585
2020-03,SENGKANG,5 ROOM,5.00,315B,ANCHORVALE RD,315B ANCHORVALE RD,04 TO 06,110,Premium Apartment,2003,82,82 years 02 months,425000.00,1.3921839,103.8883146
2020-03,SENGKANG,5 ROOM,5.00,326B,ANCHORVALE RD,326B ANCHORVALE RD,07 TO 09,113,Premium Apartment,2015,94,94 years 01 month,523000.00,1.3953149,103.8879831
2020-03,SENGKANG,5 ROOM,5.00,331A,ANCHORVALE ST,331A ANCHORVALE ST,04 TO 06,112,Improved,2015,94,94 years 06 months,560000.00,1.3961621,103.8903164
2020-03,SENGKANG,5 ROOM,5.00,330A,ANCHORVALE ST,330A ANCHORVALE ST,10 TO 12,112,Improved,2015,94,94 years 05 months,600000.00,1.3965495,103.889886
2020-03,SENGKANG,5 ROOM,5.00,329B,ANCHORVALE ST,329B ANCHORVALE ST,01 TO 03,112,Improved,2015,94,94 years 05 months,550000.00,1.3958198,103.8893423
2020-03,SENGKANG,5 ROOM,5.00,290C,COMPASSVALE CRES,290C COMPASSVALE CRES,01 TO 03,110,Improved,2001,80,80 years 10 months,418000.00,1.3967462,103.8973996
2020-03,SENGKANG,5 ROOM,5.00,295A,COMPASSVALE CRES,295A COMPASSVALE CRES,07 TO 09,110,Improved,2002,80,80 years 11 months,410000.00,1.3982852,103.8991079
2020-03,SENGKANG,5 ROOM,5.00,212B,COMPASSVALE DR,212B COMPASSVALE DR,07 TO 09,115,Premium Apartment,2012,91,91 years 08 months,545000.00,1.3863987,103.9005295
2020-03,SENGKANG,5 ROOM,5.00,207B,COMPASSVALE LANE,207B COMPASSVALE LANE,07 TO 09,110,Improved,2005,83,83 years 11 months,445000.00,1.3852239,103.8982248
2020-03,SENGKANG,5 ROOM,5.00,269C,COMPASSVALE LINK,269C COMPASSVALE LINK,04 TO 06,110,Premium Apartment,2006,84,84 years 11 months,460000.00,1.383502,103.896391
2020-03,SENGKANG,5 ROOM,5.00,245,COMPASSVALE RD,245 COMPASSVALE RD,01 TO 03,115,Improved,2000,79,79 years 03 months,412888.00,1.392981,103.8993069
2020-03,SENGKANG,5 ROOM,5.00,248,COMPASSVALE RD,248 COMPASSVALE RD,13 TO 15,116,Improved,2000,79,79 years 03 months,490000.00,1.39232,103.8984945
2020-03,SENGKANG,5 ROOM,5.00,255,COMPASSVALE RD,255 COMPASSVALE RD,13 TO 15,116,Improved,2000,79,79 years 05 months,450888.00,1.3944658,103.8993049
2020-03,SENGKANG,5 ROOM,5.00,262A,COMPASSVALE ST,262A COMPASSVALE ST,10 TO 12,110,Improved,2001,80,80 years 02 months,478000.00,1.395574,103.894962
2020-03,SENGKANG,5 ROOM,5.00,253,COMPASSVALE ST,253 COMPASSVALE ST,04 TO 06,116,Improved,2000,79,79 years 07 months,419000.00,1.3940302,103.900271
2020-03,SENGKANG,5 ROOM,5.00,251,COMPASSVALE ST,251 COMPASSVALE ST,10 TO 12,116,Improved,2000,79,79 years 07 months,440000.00,1.393622,103.900025
2020-03,SENGKANG,5 ROOM,5.00,228A,COMPASSVALE WALK,228A COMPASSVALE WALK,01 TO 03,121,Improved,2000,79,79 years,420000.00,1.387547,103.9013375
2020-03,SENGKANG,5 ROOM,5.00,240,COMPASSVALE WALK,240 COMPASSVALE WALK,13 TO 15,115,Improved,1999,78,78 years 07 months,500000.00,1.3909086,103.8979492
2020-03,SENGKANG,5 ROOM,5.00,403D,FERNVALE LANE,403D FERNVALE LANE,10 TO 12,114,Premium Apartment,2004,83,83 years 03 months,420000.00,1.3883967,103.8731682
2020-03,SENGKANG,5 ROOM,5.00,412B,FERNVALE LINK,412B FERNVALE LINK,01 TO 03,114,Premium Apartment,2004,83,83 years 03 months,430000.00,1.3898046,103.8780162
2020-03,SENGKANG,5 ROOM,5.00,416C,FERNVALE LINK,416C FERNVALE LINK,01 TO 03,113,Improved,2016,94,94 years 11 months,515000.00,1.3898643,103.8797571
2020-03,SENGKANG,5 ROOM,5.00,440C,FERNVALE LINK,440C FERNVALE LINK,19 TO 21,113,Improved,2015,94,94 years 05 months,540000.00,1.3925706,103.8781754
2020-03,SENGKANG,5 ROOM,5.00,416B,FERNVALE LINK,416B FERNVALE LINK,04 TO 06,112,Improved,2016,94,94 years 10 months,550000.00,1.3905228,103.8803694
2020-03,SENGKANG,5 ROOM,5.00,413A,FERNVALE LINK,413A FERNVALE LINK,13 TO 15,114,Premium Apartment,2004,83,83 years,460000.00,1.3891417,103.8785598
2020-03,SENGKANG,5 ROOM,5.00,416B,FERNVALE LINK,416B FERNVALE LINK,10 TO 12,112,Improved,2016,94,94 years 10 months,563888.00,1.3905228,103.8803694
2020-03,SENGKANG,5 ROOM,5.00,416C,FERNVALE LINK,416C FERNVALE LINK,10 TO 12,112,Improved,2016,94,94 years 10 months,551000.00,1.3898643,103.8797571
2020-03,SENGKANG,5 ROOM,5.00,416B,FERNVALE LINK,416B FERNVALE LINK,19 TO 21,113,Improved,2016,94,94 years 10 months,580000.00,1.3905228,103.8803694
2020-03,SENGKANG,5 ROOM,5.00,440B,FERNVALE LINK,440B FERNVALE LINK,19 TO 21,113,Improved,2015,94,94 years 04 months,565000.00,1.3935128,103.8781745
2020-03,SENGKANG,5 ROOM,5.00,416B,FERNVALE LINK,416B FERNVALE LINK,19 TO 21,113,Improved,2016,94,94 years 10 months,590000.00,1.3905228,103.8803694
2020-03,SENGKANG,5 ROOM,5.00,416B,FERNVALE LINK,416B FERNVALE LINK,13 TO 15,112,Improved,2016,94,94 years 10 months,590000.00,1.3905228,103.8803694
2020-03,SENGKANG,5 ROOM,5.00,416A,FERNVALE LINK,416A FERNVALE LINK,10 TO 12,113,Improved,2016,94,94 years 10 months,543000.00,1.3904754,103.8798259
2020-03,SENGKANG,5 ROOM,5.00,415A,FERNVALE LINK,415A FERNVALE LINK,19 TO 21,113,Improved,2016,94,94 years 10 months,588888.00,1.3891156,103.8794171
2020-03,SENGKANG,5 ROOM,5.00,415B,FERNVALE LINK,415B FERNVALE LINK,16 TO 18,113,Improved,2016,94,94 years 10 months,598000.00,1.389669,103.8801605
2020-03,SENGKANG,5 ROOM,5.00,440C,FERNVALE LINK,440C FERNVALE LINK,07 TO 09,113,Improved,2015,94,94 years 04 months,538888.00,1.3925706,103.8781754
2020-03,SENGKANG,5 ROOM,5.00,415A,FERNVALE LINK,415A FERNVALE LINK,13 TO 15,113,Improved,2016,94,94 years 10 months,575000.00,1.3891156,103.8794171
2020-03,SENGKANG,5 ROOM,5.00,430D,FERNVALE LINK,430D FERNVALE LINK,19 TO 21,115,Improved,2015,94,94 years 02 months,585000.00,1.3948433,103.8780388
2020-03,SENGKANG,5 ROOM,5.00,416C,FERNVALE LINK,416C FERNVALE LINK,13 TO 15,113,Improved,2016,94,94 years 10 months,555000.00,1.3898643,103.8797571
2020-03,SENGKANG,5 ROOM,5.00,435A,FERNVALE RD,435A FERNVALE RD,19 TO 21,113,Premium Apartment,2013,92,92 years 04 months,540000.00,1.3934424,103.8761325
2020-03,SENGKANG,5 ROOM,5.00,409A,FERNVALE RD,409A FERNVALE RD,22 TO 24,115,Premium Apartment,2004,83,83 years 10 months,495000.00,1.3892231,103.8772007
2020-03,SENGKANG,5 ROOM,5.00,149,RIVERVALE CRES,149 RIVERVALE CRES,16 TO 18,122,Improved,1999,78,78 years 07 months,435000.00,1.391559,103.905399
2020-03,SENGKANG,5 ROOM,5.00,158D,RIVERVALE CRES,158D RIVERVALE CRES,10 TO 12,110,Premium Apartment,2003,82,82 years 06 months,405000.00,1.3885019,103.907337
2020-03,SENGKANG,5 ROOM,5.00,183C,RIVERVALE CRES,183C RIVERVALE CRES,10 TO 12,110,Improved,2003,82,82 years 02 months,418000.00,1.3908936,103.9085849
2020-03,SENGKANG,5 ROOM,5.00,186A,RIVERVALE DR,186A RIVERVALE DR,07 TO 09,110,Improved,2001,79,79 years 10 months,378000.00,1.392916,103.905784
2020-03,SENGKANG,5 ROOM,5.00,123,RIVERVALE DR,123 RIVERVALE DR,10 TO 12,115,Improved,1999,78,78 years 06 months,420000.00,1.386498,103.90343
2020-03,SENGKANG,5 ROOM,5.00,117C,RIVERVALE DR,117C RIVERVALE DR,10 TO 12,115,Improved,2000,79,79 years 04 months,428000.00,1.3833526,103.9032214
2020-03,SENGKANG,5 ROOM,5.00,279B,SENGKANG EAST AVE,279B SENGKANG EAST AVE,04 TO 06,112,Premium Apartment,2015,94,94 years 05 months,668000.00,1.3854101,103.8928989
2020-03,SENGKANG,5 ROOM,5.00,260A,SENGKANG EAST WAY,260A SENGKANG EAST WAY,07 TO 09,110,Improved,2001,79,79 years 10 months,550000.00,1.3931987,103.8955721
2020-03,SENGKANG,5 ROOM,5.00,261B,SENGKANG EAST WAY,261B SENGKANG EAST WAY,13 TO 15,110,Improved,2000,79,79 years 07 months,520000.00,1.3934944,103.8944948
2020-03,SENGKANG,5 ROOM,5.00,323C,SENGKANG EAST WAY,323C SENGKANG EAST WAY,13 TO 15,110,Improved,2003,82,82 years 01 month,498000.00,1.3929979,103.8924005
2020-03,SENGKANG,5 ROOM,5.00,325B,SENGKANG EAST WAY,325B SENGKANG EAST WAY,04 TO 06,110,Improved,2003,82,82 years 01 month,450000.00,1.3929689,103.89061
2020-03,SENGKANG,5 ROOM,5.00,451A,SENGKANG WEST WAY,451A SENGKANG WEST WAY,13 TO 15,111,Improved,2015,94,94 years 03 months,550000.00,1.3944327,103.874039
2020-03,SENGKANG,EXECUTIVE,6.00,302D,ANCHORVALE LINK,302D ANCHORVALE LINK,07 TO 09,130,Apartment,2001,80,80 years 08 months,560000.00,1.388203,103.889734
2020-03,SENGKANG,EXECUTIVE,6.00,202A,COMPASSVALE DR,202A COMPASSVALE DR,04 TO 06,130,Apartment,2001,80,80 years 03 months,595000.00,1.38875,103.893254
2020-03,SENGKANG,EXECUTIVE,6.00,205A,COMPASSVALE LANE,205A COMPASSVALE LANE,10 TO 12,144,Maisonette,1999,78,78 years 04 months,700000.00,1.3858607,103.8972032
2020-03,SENGKANG,EXECUTIVE,6.00,299C,COMPASSVALE ST,299C COMPASSVALE ST,10 TO 12,135,Premium Apartment,2001,80,80 years 05 months,545000.00,1.3962933,103.9019834
2020-03,SENGKANG,EXECUTIVE,6.00,189B,RIVERVALE DR,189B RIVERVALE DR,07 TO 09,131,Apartment,2000,79,79 years 04 months,515000.00,1.3957883,103.9035557
2020-03,SENGKANG,EXECUTIVE,6.00,103,RIVERVALE WALK,103 RIVERVALE WALK,07 TO 09,140,Apartment,1999,78,78 years,598000.00,1.3830001,103.90076
2020-03,SENGKANG,EXECUTIVE,6.00,102,RIVERVALE WALK,102 RIVERVALE WALK,01 TO 03,140,Maisonette,1999,78,78 years,572000.00,1.381822,103.9009109
2020-03,SERANGOON,3 ROOM,3.00,207,SERANGOON CTRL,207 SERANGOON CTRL,04 TO 06,64,Simplified,1986,65,65 years 01 month,360000.00,1.3537891,103.8733954
2020-03,SERANGOON,3 ROOM,3.00,206,SERANGOON CTRL,206 SERANGOON CTRL,01 TO 03,64,Simplified,1985,64,64 years 09 months,360000.00,1.3534968,103.8733048
2020-03,SERANGOON,3 ROOM,3.00,108,SERANGOON NTH AVE 1,108 SERANGOON NTH AVE 1,01 TO 03,70,Improved,1985,63,63 years 10 months,245000.00,1.3698399,103.8709533
2020-03,SERANGOON,4 ROOM,4.00,7,LOR LEW LIAN,7 LOR LEW LIAN,07 TO 09,98,New Generation,1978,57,57 years 02 months,445000.00,1.3492329,103.8770131
2020-03,SERANGOON,4 ROOM,4.00,402,SERANGOON AVE 1,402 SERANGOON AVE 1,01 TO 03,104,Model A,1989,67,67 years 11 months,595888.00,1.3466157,103.873033
2020-03,SERANGOON,4 ROOM,4.00,402,SERANGOON AVE 1,402 SERANGOON AVE 1,10 TO 12,105,Model A,1989,67,67 years 11 months,600000.00,1.3466157,103.873033
2020-03,SERANGOON,4 ROOM,4.00,244,SERANGOON AVE 2,244 SERANGOON AVE 2,01 TO 03,89,Simplified,1985,64,64 years 06 months,490000.00,1.352552,103.868726
2020-03,SERANGOON,4 ROOM,4.00,313,SERANGOON AVE 2,313 SERANGOON AVE 2,01 TO 03,93,New Generation,1985,64,64 years 02 months,467000.00,1.3533445,103.8651863
2020-03,SERANGOON,4 ROOM,4.00,307,SERANGOON AVE 2,307 SERANGOON AVE 2,13 TO 15,95,New Generation,1985,64,64 years 07 months,470000.00,1.354559,103.8669628
