school_name,address,postal_code,full_address,latitude,longitude,dgp_code,zone_code
WHITLEY SECONDARY SCHOOL,30   BISHAN STREET 24,579747,30   BISHAN STREET 24 579747,1.3554562,103.8432486,BISHAN,SOUTH
WOODGROVE PRIMARY SCHOOL,2    WOODLANDS DRIVE 14,738079,2    WOODLANDS DRIVE 14 738079,1.4331667,103.7904291,WOODLANDS,NORTH
WOODGROVE SECONDARY SCHOOL,3    WOODLANDS AVENUE 6,738990,3    WOODLANDS AVENUE 6 738990,1.428854,103.7975162,WOODLANDS,NORTH
WOODLANDS PRIMARY SCHOOL,10   WOODLANDS DRIVE 50,738853,10   WOODLANDS DRIVE 50 738853,1.436771,103.791794,WOODLANDS,NORTH
WOODLANDS RING PRIMARY SCHOOL,11   WOODLANDS RING ROAD,738240,11   WOODLANDS RING ROAD 738240,1.434839,103.797928,WOODLANDS,NORTH
WOODLANDS RING SECONDARY SCHOOL,10   WOODLANDS RING ROAD,738239,10   WOODLANDS RING ROAD 738239,1.4364147,103.8007288,WOODLANDS,NORTH
WOODLANDS SECONDARY SCHOOL,11   MARSILING ROAD,739111,11   MARSILING ROAD 739111,1.439565,103.774208,WOODLANDS,NORTH
XINGHUA PRIMARY SCHOOL,45   HOUGANG AVENUE 1,538882,45   HOUGANG AVENUE 1 538882,1.3578717,103.8901506,HOUGANG,SOUTH
XINGNAN PRIMARY SCHOOL,5    JURONG WEST STREET 91,649036,5    JURONG WEST STREET 91 649036,1.34283,103.68778,JURONG WEST,WEST
XINMIN PRIMARY SCHOOL,9    HOUGANG AVENUE 8,538784,9    HOUGANG AVENUE 8 538784,1.371069,103.8830289,HOUGANG,NORTH
XINMIN SECONDARY SCHOOL,11   HOUGANG AVENUE 8,538789,11   HOUGANG AVENUE 8 538789,1.372635,103.883077,HOUGANG,NORTH
XISHAN PRIMARY SCHOOL,8    YISHUN STREET 21,768611,8    YISHUN STREET 21 768611,1.4334989,103.8378387,YISHUN,NORTH
YANGZHENG PRIMARY SCHOOL,15   SERANGOON AVENUE 3,556108,15   SERANGOON AVENUE 3 556108,1.3488764,103.8682765,SERANGOON,SOUTH
YEW TEE PRIMARY SCHOOL,10   CHOA CHU KANG ST 64,689100,10   CHOA CHU KANG ST 64 689100,1.396985,103.751221,CHOA CHU KANG,WEST
YIO CHU KANG PRIMARY SCHOOL,1    HOUGANG STREET 51,538720,1    HOUGANG STREET 51 538720,1.3777919,103.885447,HOUGANG,NORTH
YIO CHU KANG SECONDARY SCHOOL,3063 ANG MO KIO AVENUE 5,569868,3063 ANG MO KIO AVENUE 5 569868,1.377635,103.842103,ANG MO KIO,SOUTH
YISHUN INNOVA JUNIOR COLLEGE,3    YISHUN RING ROAD,768675,3    YISHUN RING ROAD 768675,1.4229008,103.8314201,YISHUN,NORTH
YISHUN PRIMARY SCHOOL,500  YISHUN RING ROAD,768679,500  YISHUN RING ROAD 768679,1.4334484,103.834125,YISHUN,NORTH
YISHUN SECONDARY SCHOOL,4    YISHUN STREET 71,768516,4    YISHUN STREET 71 768516,1.428129,103.828833,YISHUN,NORTH
YISHUN TOWN SECONDARY SCHOOL,6    YISHUN STREET 21,768610,6    YISHUN STREET 21 768610,1.4325411,103.8384727,YISHUN,NORTH
YU NENG PRIMARY SCHOOL,56   BEDOK NORTH ST 3,469623,56   BEDOK NORTH ST 3 469623,1.3338657,103.9324355,na,na
YUAN CHING SECONDARY SCHOOL,103  YUAN CHING ROAD,618654,103  YUAN CHING ROAD 618654,1.341917,103.720994,JURONG WEST,WEST
YUHUA PRIMARY SCHOOL,158  JURONG EAST STREET 24,609558,158  JURONG EAST STREET 24 609558,1.3428019,103.7406829,JURONG EAST,WEST
YUHUA SECONDARY SCHOOL,35   JURONG WEST STREET 41,649406,35   JURONG WEST STREET 41 649406,1.347026,103.722405,JURONG WEST,WEST
YUMIN PRIMARY SCHOOL,3    TAMPINES STREET 21,529393,3    TAMPINES STREET 21 529393,1.3514701,103.9507462,TAMPINES,EAST
YUSOF ISHAK SECONDARY SCHOOL,11   BUKIT BATOK STREET 25,658712,11   BUKIT BATOK STREET 25 658712,1.342423,103.760309,BUKIT BATOK,WEST
YUYING SECONDARY SCHOOL,47   HOUGANG AVENUE 1,538884,47   HOUGANG AVENUE 1 538884,1.3572435,103.8900219,HOUGANG,SOUTH
ZHANGDE PRIMARY SCHOOL,51   Jalan Membina,169485,51   Jalan Membina 169485,1.2843455,103.8260335,BUKIT MERAH,SOUTH
ZHENGHUA PRIMARY SCHOOL,9    Fajar Road,679002,9    Fajar Road 679002,1.37957,103.769301,BUKIT PANJANG,WEST
ZHENGHUA SECONDARY SCHOOL,91   SENJA ROAD,677741,91   SENJA ROAD 677741,1.388271,103.764939,BUKIT PANJANG,WEST
ZHONGHUA PRIMARY SCHOOL,12   SERANGOON AVENUE 4,556095,12   SERANGOON AVENUE 4 556095,1.359895,103.869558,SERANGOON,SOUTH
ZHONGHUA SECONDARY SCHOOL,13   SERANGOON AVENUE 3,556123,13   SERANGOON AVENUE 3 556123,1.3486472,103.869512,SERANGOON,SOUTH
