school_name,address,postal_code,full_address,latitude,longitude,dgp_code,zone_code
ST. MARGARET'S SECONDARY SCHOOL,111  FARRER ROAD,259240,111  FARRER ROAD 259240,1.3198595,103.8094906,BUKIT TIMAH,SOUTH
SWISS COTTAGE SECONDARY SCHOOL,3    BUKIT BATOK STREET 34,659322,3    BUKIT BATOK STREET 34 659322,1.3646741,103.7506409,BUKIT BATOK,WEST
TAMPINES SECONDARY SCHOOL,252  TAMPINES ST 12,529427,252  TAMPINES ST 12 529427,1.3498263,103.9439474,TAMPINES,EAST
TANGLIN SECONDARY SCHOOL,301  WEST COAST ROAD,127391,301  WEST COAST ROAD 127391,1.3096831,103.7581531,CLEMENTI,SOUTH
TANJONG KATONG SECONDARY SCHOOL,130  HAIG ROAD,438796,130  HAIG ROAD 438796,1.3086279,103.897257,MARINE PARADE,EAST
TECK WHYE SECONDARY SCHOOL,31   TECK WHYE CRESCENT,688848,31   TECK WHYE CRESCENT 688848,1.382536,103.755214,CHOA CHU KANG,WEST
TEMASEK SECONDARY SCHOOL,600  UPPER EAST COAST ROAD,465561,600  UPPER EAST COAST ROAD 465561,1.3157589,103.9471669,BEDOK,EAST
UNITY SECONDARY SCHOOL,20   CHOA CHU KANG STREET 62,689143,20   CHOA CHU KANG STREET 62 689143,1.4000286,103.7461254,CHOA CHU KANG,WEST
WEST SPRING SECONDARY SCHOOL,61   SENJA  ROAD,677737,61   SENJA  ROAD 677737,1.387707,103.760018,BUKIT PANJANG,WEST
WESTWOOD SECONDARY SCHOOL,11   JURONG WEST STREET 25,648350,11   JURONG WEST STREET 25 648350,1.3537852,103.7017788,JURONG WEST,WEST
WHITLEY SECONDARY SCHOOL,30   BISHAN STREET 24,579747,30   BISHAN STREET 24 579747,1.3554562,103.8432486,BISHAN,SOUTH
WOODGROVE SECONDARY SCHOOL,3    WOODLANDS AVENUE 6,738990,3    WOODLANDS AVENUE 6 738990,1.428854,103.7975162,WOODLANDS,NORTH
WOODLANDS RING SECONDARY SCHOOL,10   WOODLANDS RING ROAD,738239,10   WOODLANDS RING ROAD 738239,1.4364147,103.8007288,WOODLANDS,NORTH
WOODLANDS SECONDARY SCHOOL,11   MARSILING ROAD,739111,11   MARSILING ROAD 739111,1.439565,103.774208,WOODLANDS,NORTH
XINMIN SECONDARY SCHOOL,11   HOUGANG AVENUE 8,538789,11   HOUGANG AVENUE 8 538789,1.372635,103.883077,HOUGANG,NORTH
YIO CHU KANG SECONDARY SCHOOL,3063 ANG MO KIO AVENUE 5,569868,3063 ANG MO KIO AVENUE 5 569868,1.377635,103.842103,ANG MO KIO,SOUTH
YISHUN SECONDARY SCHOOL,4    YISHUN STREET 71,768516,4    YISHUN STREET 71 768516,1.428129,103.828833,YISHUN,NORTH
YISHUN TOWN SECONDARY SCHOOL,6    YISHUN STREET 21,768610,6    YISHUN STREET 21 768610,1.4325411,103.8384727,YISHUN,NORTH
YUAN CHING SECONDARY SCHOOL,103  YUAN CHING ROAD,618654,103  YUAN CHING ROAD 618654,1.341917,103.720994,JURONG WEST,WEST
YUHUA SECONDARY SCHOOL,35   JURONG WEST STREET 41,649406,35   JURONG WEST STREET 41 649406,1.347026,103.722405,JURONG WEST,WEST
YUSOF ISHAK SECONDARY SCHOOL,11   BUKIT BATOK STREET 25,658712,11   BUKIT BATOK STREET 25 658712,1.342423,103.760309,BUKIT BATOK,WEST
YUYING SECONDARY SCHOOL,47   HOUGANG AVENUE 1,538884,47   HOUGANG AVENUE 1 538884,1.3572435,103.8900219,HOUGANG,SOUTH
ZHENGHUA SECONDARY SCHOOL,91   SENJA ROAD,677741,91   SENJA ROAD 677741,1.388271,103.764939,BUKIT PANJANG,WEST
ZHONGHUA SECONDARY SCHOOL,13   SERANGOON AVENUE 3,556123,13   SERANGOON AVENUE 3 556123,1.3486472,103.869512,SERANGOON,SOUTH
ANGLICAN HIGH SCHOOL,600  UPPER CHANGI ROAD,487012,600  UPPER CHANGI ROAD 487012,1.3300216,103.942429,BEDOK,EAST
ANGLO-CHINESE SCHOOL (BARKER ROAD),60   BARKER ROAD,309919,60   BARKER ROAD 309919,1.3188316,103.8359365,NOVENA,SOUTH
ANGLO-CHINESE SCHOOL (INDEPENDENT),121  DOVER ROAD,139650,121  DOVER ROAD 139650,1.302298,103.7809869,QUEENSTOWN,SOUTH
ASSUMPTION ENGLISH SCHOOL,622  UPPER BUKIT TIMAH ROAD,678117,622  UPPER BUKIT TIMAH ROAD 678117,1.3681024,103.7661047,BUKIT PANJANG,WEST
ASSUMPTION PATHWAY SCHOOL,30   Cashew Road,679697,30   Cashew Road 679697,1.3705274,103.7667515,BUKIT PANJANG,WEST
BUKIT PANJANG GOVT. HIGH SCHOOL,7    CHOA CHU KANG AVE 4,689809,7    CHOA CHU KANG AVE 4 689809,1.38166,103.738424,CHOA CHU KANG,WEST
CATHOLIC HIGH SCHOOL,9    BISHAN STREET 22,579767,9    BISHAN STREET 22 579767,1.3551578,103.8454488,BISHAN,NORTH
CHIJ KATONG CONVENT,346  MARINE TERRACE,449150,346  MARINE TERRACE 449150,1.3065932,103.9173898,MARINE PARADE,EAST
CHIJ ST. JOSEPH'S CONVENT,62   SENGKANG EAST WAY,548595,62   SENGKANG EAST WAY 548595,1.391747,103.902461,SENG KANG,NORTH
CHIJ ST. NICHOLAS GIRLS' SCHOOL,501  ANG MO KIO STREET 13,569405,501  ANG MO KIO STREET 13 569405,1.3736139,103.834125,ANG MO KIO,NORTH
CHIJ ST. THERESA'S CONVENT,160  LOWER DELTA ROAD,99138,160  LOWER DELTA ROAD 99138,1.2753258,103.8218103,BUKIT MERAH,SOUTH
CHUNG CHENG HIGH SCHOOL (MAIN),50   GOODMAN ROAD,439012,50   GOODMAN ROAD 439012,1.3057146,103.891653,MARINE PARADE,EAST
CHUNG CHENG HIGH SCHOOL (YISHUN),11   YISHUN STREET 61,768547,11   YISHUN STREET 61 768547,1.418737,103.837311,YISHUN,NORTH
CRESCENT GIRLS' SCHOOL,357  TANGLIN ROAD,247961,357  TANGLIN ROAD 247961,1.2934751,103.8178223,BUKIT MERAH,SOUTH
DUNMAN HIGH SCHOOL,10   TANJONG RHU ROAD,436895,10   TANJONG RHU ROAD 436895,1.2985695,103.8828735,KALLANG,EAST
GAN ENG SENG SCHOOL,1    HENDERSON ROAD,159561,1    HENDERSON ROAD 159561,1.289032,103.8238647,BUKIT MERAH,SOUTH
HAI SING CATHOLIC SCHOOL,9    PASIR RIS DRIVE 6,519421,9    PASIR RIS DRIVE 6 519421,1.374513,103.954463,PASIR RIS,EAST
HOLY INNOCENTS' HIGH SCHOOL,1191 UPPER SERANGOON ROAD,534786,1191 UPPER SERANGOON ROAD 534786,1.371204,103.896018,HOUGANG,SOUTH
HWA CHONG INSTITUTION,661  BUKIT TIMAH ROAD,269734,661  BUKIT TIMAH ROAD 269734,1.3264142,103.8034243,BUKIT TIMAH,WEST
MARIS STELLA HIGH SCHOOL,25   MOUNT VERNON ROAD,368051,25   MOUNT VERNON ROAD 368051,1.341737,103.8782839,TOA PAYOH,NORTH
NAN CHIAU HIGH SCHOOL,20   ANCHORVALE LINK,545079,20   ANCHORVALE LINK 545079,1.3892557,103.8901125,SENG KANG,NORTH
NAN HUA HIGH SCHOOL,41   CLEMENTI AVENUE 1,129956,41   CLEMENTI AVENUE 1 129956,1.30807,103.769189,CLEMENTI,WEST
NANYANG GIRLS' HIGH SCHOOL,2    LINDEN DRIVE,288683,2    LINDEN DRIVE 288683,1.3305862,103.8024271,BUKIT TIMAH,WEST
NORTHLIGHT SCHOOL,151  Towner Road,327830,151  Towner Road 327830,1.3207365,103.8576769,MARINE PARADE,SOUTH
NUS HIGH SCHOOL OF MATHEMATICS AND SCIENCE,20   Clementi Avenue 1,129957,20   Clementi Avenue 1 129957,1.3065479,103.7691976,CLEMENTI,WEST
PRESBYTERIAN HIGH SCHOOL,5209 ANG MO KIO AVENUE 6,569845,5209 ANG MO KIO AVENUE 6 569845,1.382254,103.8431,ANG MO KIO,SOUTH
RAFFLES INSTITUTION,1    RAFFLES INSTITUTION LANE,575954,1    RAFFLES INSTITUTION LANE 575954,1.3466384,103.8432556,BISHAN,SOUTH
RIVER VALLEY HIGH SCHOOL,6    BOON LAY AVENUE,649961,6    BOON LAY AVENUE 649961,1.3431764,103.709695,JURONG WEST,WEST
SINGAPORE SPORTS SCHOOL,1    Champions Way,737913,1    Champions Way 737913,1.426703,103.789056,WOODLANDS,NORTH
ST. JOSEPH'S INSTITUTION,38   MALCOLM ROAD,308274,38   MALCOLM ROAD 308274,1.3229154,103.8285918,NOVENA,SOUTH
ST. PATRICK'S SCHOOL,490  EAST COAST ROAD,429058,490  EAST COAST ROAD 429058,1.3088628,103.9169367,BEDOK,EAST
TANJONG KATONG GIRLS' SCHOOL,20   Dunman Lane,439272,20   Dunman Lane 439272,1.308631,103.895897,MARINE PARADE,EAST
VICTORIA SCHOOL,2    SIGLAP LINK,448880,2    SIGLAP LINK 448880,1.3085839,103.9275012,BEDOK,EAST
